sjm,pjm,wj,zjm,etajm,xijm,X1jm,X2jm,X3jm,m,j
0.0005737774271544923,4.632724258419654,1.2098654295113629,-0.21674345796051922,0.9076511619359865,-0.5133741794537293,1.0,0.7432030655449025,-0.20597853276029698,8,0
0.7047606802336693,0.8928521684743945,-0.7536431488543346,-1.9538888385287223,-0.3619256058028207,-0.7065045479794184,1.0,0.7730583720211586,0.8908889882293916,8,1
0.22978754192951084,2.7601962212882634,-0.03502376143243532,0.14414673692349755,-0.3181031940596234,0.404160002064298,1.0,0.42488913931782624,2.470029260911258,8,2
0.0020865437969347428,4.95348750296874,1.2098654295113629,0.22012482067905234,0.821653319108019,-0.5206744937044201,1.0,0.7552941428503668,-0.32258570837934414,9,0
0.6453068830060409,2.7510860113040563,-0.7536431488543346,-0.5719672261100109,-0.7983517783931424,1.8242529885508632,1.0,0.6959137401652306,-0.317471486763299,9,1
0.010583745741229179,2.5325353565346367,-0.03502376143243532,0.6509712226040341,-0.6440952945757894,-2.843492410174248,1.0,0.11922101569716781,0.42783498873536246,9,2
0.06828979454980073,2.875747971502634,1.2098654295113629,0.13053933210532917,-1.1898816684805584,0.01142380070501202,1.0,0.9535487520086469,-2.099993882703261,10,0
0.45864796790196716,1.557114846797053,-0.7536431488543346,-1.6706999103147413,0.8043545211069165,-1.1030542965821815,1.0,0.27750644041195094,-0.6016725502751055,10,1
0.024780089636123336,3.564865947827328,-0.03502376143243532,0.7686154800658216,0.1155923590888451,-0.560961646681789,1.0,0.9631325747267407,-1.5130793964272795,10,2
0.030239308261082724,2.8070903728971595,1.2098654295113629,-1.0081136458061533,0.009991331445964997,-1.3036207452860862,1.0,0.9524403197025338,0.14665456995069653,11,0
0.540608553644872,2.37952121637375,-0.7536431488543346,0.09094547605163798,-0.48950689689053345,0.5875027522581743,1.0,0.7180243132283479,0.601114998452587,11,1
0.12449324333875952,3.2085028367083566,-0.03502376143243532,-0.007827608648309612,0.5221762340262633,1.8159982786530098,1.0,0.09890042991278758,-0.02178313006091606,11,2
0.001044865860661897,4.941983862012989,1.2098654295113629,1.124214185785577,-0.09432549937433257,-1.8395249110521692,1.0,0.3504120764410835,0.7530072256676554,12,0
0.6177710549954426,2.1590239572169403,-0.7536431488543346,0.23221180242530445,-1.1903015235794296,0.32478597334472653,1.0,0.2461012350856827,0.6529746385806527,12,1
0.092786537130929,3.00820699332719,-0.03502376143243532,-1.4347964409429779,1.7853987739872046,0.19740963670954986,1.0,0.5163366195710962,0.09545570228740616,12,2
0.05439871753168738,6.561712996764701,1.2098654295113629,0.9383151718185199,1.5327998435357664,3.2708479233938803,1.0,0.7850651701282404,1.1285226665708004,13,0
0.35378611499357343,2.074345732980008,-0.7536431488543346,1.1562832628323823,-1.2597630835383031,-0.3047525629589837,1.0,0.8089096291739328,-0.35489442806328586,13,1
0.23593216228483477,2.906665949701157,-0.03502376143243532,-0.4372990816203483,0.5156765178248433,1.1149816431914492,1.0,0.9922083255792398,-0.8811537094245956,13,2
0.00708953971266735,4.013014777261611,1.2098654295113629,-0.9251247330989293,1.0568418617629127,-0.11731310216552723,1.0,0.1054708402277339,-0.12676818944082363,14,0
0.5035544549279068,1.3387302119162663,-0.7536431488543346,-1.7341181401663845,0.7152331398795626,-0.9651684283555364,1.0,0.38107010911240047,0.04791482433772432,14,1
0.2202560218700979,3.6061192445195975,-0.03502376143243532,0.5812397821932535,0.03139675083355603,0.6482181708320163,1.0,0.7828284315534123,1.2430147646420497,14,2
0.019873758261177512,4.685703197037753,1.2098654295113629,0.304447994566522,0.46073541050469435,0.06292673328462062,1.0,0.6415515264183353,1.4559035264208438,15,0
0.05647408913049837,2.729810359397564,-0.7536431488543346,-0.4627953243947372,1.3338498606861806,-0.14725429586549044,1.0,0.06807878767789055,0.171095596332229,15,1
0.6043723985739731,2.337058154611092,-0.03502376143243532,-1.5261956188457146,-0.14470076046431554,0.518923411093845,1.0,0.17600207099560028,1.0555820933280167,15,2
0.00046520678261220667,6.780169398889061,1.2098654295113629,1.9104170512588339,0.9127278635386331,1.7613766284160832,1.0,0.6043112978516669,-0.24819475136304472,16,0
0.42884979046415594,3.062467214174885,-0.7536431488543346,-0.46472789609588727,0.8367251619145352,2.585692338366341,1.0,0.3111083329193365,0.6206392078905533,16,1
0.4097032861283407,1.1317817063852214,-0.03502376143243532,-1.0619464033285821,-0.6298591697948295,-0.3382319820521905,1.0,0.30656821701820813,-0.305394121210886,16,2
0.058893583036382334,3.265072936275192,1.2098654295113629,-1.413850819735797,0.7565515341606956,-0.24961977619217088,1.0,0.6960315000070275,-0.18292307870608732,17,0
0.5906685410320036,1.8250749124585846,-0.7536431488543346,-0.5962413621677078,-0.5049364581565569,-0.5785264181285329,1.0,0.9401392390443953,-0.22693315558542296,17,1
0.014582134186412448,3.7656356748251105,-0.03502376143243532,2.3768894193779997,-1.2667963434859275,-0.28927490112673243,1.0,0.3502557404517087,-0.43292314712488533,17,2
0.160752300899815,2.938132146430379,1.2098654295113629,-0.2713889991246423,-0.8375402659935992,-1.2058460846945163,1.0,0.7994615390765824,2.6344391511601817,18,0
0.012114742087558037,4.066920462027978,-0.7536431488543346,1.7645244709225352,0.3455651512476536,0.27994249335626864,1.0,0.5575802875324402,0.5020455545859354,18,1
0.6796565040858904,1.2371808063391356,-0.03502376143243532,-0.35293329288827524,-2.1305605704794384,-0.3599621860646817,1.0,0.27999149323416705,0.6722145391544658,18,2
0.07035481495369103,4.342350013561428,1.2098654295113629,-0.09280736923562313,0.41806501247510747,0.2538088375867098,1.0,0.2752490457381477,0.09246384553514117,19,0
0.22510216530047375,3.845646813691225,-0.7536431488543346,0.6628892548987153,0.7970560468691947,-0.35165431116372176,1.0,0.9455735651681381,0.4670305793174191,19,1
0.05910174350331151,2.876197296297084,-0.03502376143243532,0.04760591286329914,0.16546478256998517,-0.35682725926043796,1.0,0.6257528384312742,-2.021322723031391,19,2
0.07414055766536722,2.4272221689005553,1.2098654295113629,0.3875639788030923,-1.8854404339756063,-1.6623610566449682,1.0,0.06181521597416706,-0.5166017824772439,20,0
0.07523731981644166,3.467985004617406,-0.7536431488543346,0.32259457276403863,1.0912611104126688,-0.785244551187396,1.0,0.20801334450992737,0.038347677920909,20,1
0.279602836814608,1.9846106784229915,-0.03502376143243532,-0.6504993877696397,-0.30146000465956446,-1.7117039619267074,1.0,0.34243146994590135,-0.13384579780438638,20,2
0.013387629634660466,3.7597397789970874,1.2098654295113629,0.326420050319123,-0.4504654181004624,-0.4060138744184003,1.0,0.4822520293962881,0.25806421267670726,21,0
0.5797096739216124,1.973844555573239,-0.7536431488543346,-0.3542398229532854,-0.49875695188262525,0.8264417998812709,1.0,0.8311719493630093,-0.5864666033186933,21,1
0.11739705397052494,3.6274713821631073,-0.03502376143243532,0.34526578385438533,0.5092905592831638,1.4224455117516857,1.0,0.19064542583563793,0.6903037666047547,21,2
1.093797027801017e-05,5.5107099836313145,1.2098654295113629,1.764752988031394,-0.23170085427878914,-0.9667809951593875,1.0,0.43507332484979955,-1.5923615499168333,22,0
0.5172516733337243,0.38721712545629383,-0.7536431488543346,-0.29872389531730975,-1.4182935717475587,-0.3390362978146163,1.0,0.23986277823492919,0.9822333847531195,22,1
0.47817085660905323,0.16310224272406898,-0.03502376143243532,-0.11812512359182491,-2.468191407015103,-0.23948565208564704,1.0,0.9344353465941895,-0.46928918506601763,22,2
0.06913504852011448,4.1230822433575,1.2098654295113629,0.0335492343576661,0.02004020124300042,-0.4198259930460852,1.0,0.8093209072304264,2.4037233231752477,23,0
0.824439901073805,0.32539688007742873,-0.7536431488543346,-1.0153585223379034,-2.490202132905946,0.5703231300184598,1.0,0.2675925025784459,-2.001027667322155,23,1
0.05031449883679432,4.0444481594727755,-0.03502376143243532,0.8351195210260801,0.43635493801875946,0.6182668307468395,1.0,0.06777435498996365,1.6784267164099074,23,2
0.013062152131656374,4.263077758832368,1.2098654295113629,0.48485394185882164,-0.12244268365158335,1.6865983179668125,1.0,0.25257970992058687,-0.4110609984667805,24,0
0.5202016817547972,2.0582449872898776,-0.7536431488543346,0.30084489606851694,-0.7353208411466942,0.04412609410890724,1.0,0.7582218845993851,0.7171856308414337,24,1
0.21998037649137075,2.2517022467457,-0.03502376143243532,-0.20260569986798727,-0.21936096621340725,-0.6057728265375625,1.0,0.4856364804443306,1.1522092540749773,24,2
0.1724886865728511,2.3386858432960937,1.2098654295113629,-2.099785885621804,0.6307438903313694,1.572797493970663,1.0,0.7582830292705282,1.17491934384733,25,0
0.0016513449989825776,3.0300589148816894,-0.7536431488543346,-0.46345555156111023,1.66779611728693,0.8677445494212538,1.0,0.05121430594605392,-0.7666183267030143,25,1
0.6816287750521641,2.3533639353191282,-0.03502376143243532,-1.664893568002881,0.18518511003930407,2.0410786410110844,1.0,0.7248138724170262,2.144388504733837,25,2
0.021095772626660084,2.407323428235124,1.2098654295113629,-1.3219375283791766,-0.08349552780701823,-1.3229397293064054,1.0,0.9683493135857797,0.22705392791378654,26,0
0.400323427087756,1.924610402873752,-0.7536431488543346,-0.026977217984359217,-0.2435977607309575,0.6962504292242032,1.0,0.5652457649824221,0.6914863234051332,26,1
0.44776242588498805,1.2754575921970788,-0.03502376143243532,-0.31008912105091263,-1.2308751438529864,-0.40352601860298654,1.0,0.9772874839576582,0.1375248774974463,26,2
0.0042836716431691865,4.67226796754333,1.2098654295113629,-0.009926742619331536,0.8008821818622535,-0.6025713550762161,1.0,0.9889613999746921,1.3977260048846336,27,0
0.5906891003612108,2.314300246836025,-0.7536431488543346,-0.42453059035012175,-0.039895528962228935,0.5615015548963677,1.0,0.92655977745238,1.2376668045207706,27,1
0.18796129666494724,2.358180032074346,-0.03502376143243532,-0.8550644254892945,0.601321675506752,0.5110226483050196,1.0,0.4635488485812893,0.6927627498953451,27,2
0.04221344586787837,4.129779378153545,1.2098654295113629,0.9131472595138488,-0.7647778636186711,-0.35858628073885807,1.0,0.7326655221404004,-0.9073601822865488,28,0
0.05002321226688195,3.7236335386059265,-0.7536431488543346,0.7849730351009018,0.9301695494557456,-1.7435080729840167,1.0,0.8469267078671687,-0.05361906125000287,28,1
0.182217815862323,3.1093952564985754,-0.03502376143243532,-0.2125501557912226,0.3820945413342123,-0.8870662722044024,1.0,0.04823912576757783,0.26799523289627786,28,2
0.26272078469330434,3.2734764198019763,1.2098654295113629,-0.31230538306581074,-0.685411754544541,0.246877373453791,1.0,0.8694727567342303,-0.18756162457481976,29,0
0.17487508831125576,2.901683370763281,-0.7536431488543346,1.346140504537034,-0.5127266923568573,0.28163733655367534,1.0,0.6986481976330928,-1.0538842618452977,29,1
0.034267366738566,2.8285417082127498,-0.03502376143243532,-0.4527238628060566,0.6740980239844575,-1.846838309167835,1.0,0.09377067667945427,-0.06975939237364585,29,2
0.0003535064167500829,5.385316618348512,1.2098654295113629,-0.22508374419168056,1.6520338629741187,0.27231661749761643,1.0,0.6806103051363855,0.17272195618748465,30,0
0.7758894405125589,1.7770908318580916,-0.7536431488543346,-0.5254552077964333,-1.5413130378901392,1.2467952047046194,1.0,0.7274767980453166,1.1534674831131204,30,1
0.10612940253273341,2.144842094034822,-0.03502376143243532,-1.0272061606259129,0.6154749930080287,1.0126899074106899,1.0,0.8134229973752373,0.05328537977857922,30,2
0.00020227679453133044,4.980453691072998,1.2098654295113629,1.7271851983994608,-0.6749067716940452,0.5348625611646776,1.0,0.6029658484877544,-1.5365139633773826,31,0
0.820262605354081,1.4230222428085177,-0.7536431488543346,-1.0528497866079898,-2.0056733571643384,1.0163538122780127,1.0,0.7637354351997502,0.288654502627873,31,1
0.0684008141028693,4.075444776722991,-0.03502376143243532,2.1395233071312187,-0.8306992138859848,2.3158223443736135,1.0,0.5308227951544201,1.2879921975172859,31,2
0.23066671263539446,2.931189742618621,1.2098654295113629,-1.6043526731387194,0.45791736800186655,1.7355771809708345,1.0,0.9762869451472017,-1.8450821161000805,32,0
0.002796231110387495,3.7511168312956658,-0.7536431488543346,0.8409930816919394,1.0190560142824734,-1.8822127568121607,1.0,0.7080493055554378,-1.040233267924832,32,1
0.29672585779257965,2.9627111843644585,-0.03502376143243532,0.10875658244093812,-0.12260595801090161,-0.20074167217928393,1.0,0.8323439323092221,0.5404294032510568,32,2
0.41313616648383716,0.8767609958372395,1.2098654295113629,-1.5333150832051452,-1.5388451741755045,0.20728786540961172,1.0,0.22099494090994476,0.5373449572211174,33,0
0.4435003069002571,0.9227593555407734,-0.7536431488543346,0.04146569028442764,-1.1553896433668283,-0.17672617553996856,1.0,0.3965825051993843,0.9242659142966027,33,1
0.1016268591912567,1.9034207952970825,-0.03502376143243532,-0.22893562874996504,-0.5218259770253705,0.4348797574413274,1.0,0.6480387241148808,0.45238332104079404,33,2
0.2832470998790155,1.7332274971190778,1.2098654295113629,-1.9298601088378677,-0.29313962519414694,1.5940374402400415,1.0,0.3972909666510911,-1.5623140312053458,34,0
0.04609516487390622,2.7419457936096756,-0.7536431488543346,0.5507460963192664,0.276273670467345,-0.20861306427007048,1.0,0.4915409907119932,0.0921658640419409,34,1
0.48431786130318594,1.4198482532224617,-0.03502376143243532,-0.7870932550395897,-0.7405009837431921,1.6252662504638071,1.0,0.3149529048058589,-1.6096004789079856,34,2
0.2374054118829323,2.590772064505862,1.2098654295113629,-1.780565021785647,0.3314246169092898,-0.22385186768170542,1.0,0.3145836611180961,0.48343240591225956,35,0
0.008229606873289576,3.574258185435967,-0.7536431488543346,2.264886967822882,-0.5795391162336261,0.28186199224728187,1.0,0.012195275507449255,-1.4506162154044426,35,1
0.33425192847268886,2.7693109133801515,-0.03502376143243532,-1.8189439862231898,1.5545001057453596,-1.1214750841805945,1.0,0.14943630008880648,2.198144346416336,35,2
0.001717261989565807,5.942345578675281,1.2098654295113629,0.9352454199167805,1.064061362542512,-0.44501153573395286,1.0,0.17558618965671846,0.15346058364912357,36,0
0.0017885798266545133,5.872773237510182,-0.7536431488543346,2.267634837778163,1.627816422560894,-0.8262873754459228,1.0,0.8390135282552552,-0.18340982445346096,36,1
0.44295545588126306,4.213845197937552,-0.03502376143243532,-0.6655983150854033,0.49532181015185484,1.5608087371030126,1.0,0.3636231179312194,1.0364496592927779,36,2
0.013967606986751053,4.790351030361816,1.2098654295113629,-0.1749893530005023,1.0239724057656199,-1.2128510980552183,1.0,0.9020512286975111,0.15075180770566343,37,0
0.40068956335661715,2.515128346150769,-0.7536431488543346,0.3448412435707138,-0.5661595808774603,-0.07008636869680741,1.0,0.0029716523336612566,-0.15380457751455634,37,1
0.005732700026026434,4.859738209326082,-0.03502376143243532,2.011699373174819,0.1639582439279954,0.015766927479712412,1.0,0.008674226594451606,-0.9770568086138968,37,2
0.101569456310776,4.654053335227816,1.2098654295113629,-0.0970005672560587,0.6257603354770496,2.883236185638083,1.0,0.5321103016099776,0.4709867210419214,38,0
0.07060947231416968,2.939702690978584,-0.7536431488543346,-1.0574172577648693,2.0546851547062968,-0.5110204497512834,1.0,0.6298740686809494,0.851517190790312,38,1
0.6148544379523729,1.428146247074625,-0.03502376143243532,-1.2826658930941708,-0.8301157535691498,0.39312272212049704,1.0,0.0017037895965288374,0.023131098784005773,38,2
0.14315617367584574,4.330403552576663,1.2098654295113629,0.9606661169337538,-0.7308359304615394,1.229024547635223,1.0,0.8761415686684039,0.07516743219490896,39,0
0.19913929501428362,4.287598843569023,-0.7536431488543346,0.6227852658869144,1.403082856030717,1.0115122273937305,1.0,0.7147577983868759,0.720174568829469,39,1
0.1407842033604926,2.356795051661795,-0.03502376143243532,-0.10753138921777254,-0.20282554300223202,0.17204855063196023,1.0,0.14749646205543543,-1.3405750616958811,39,2
0.3421580468383676,1.4144000739383549,1.2098654295113629,-0.39682296271012973,-2.2304674672629403,1.2260451087894813,1.0,0.5105113640160734,-0.15288713886943464,40,0
0.002300505501768802,2.3153916622439343,-0.7536431488543346,0.5552038071450465,-0.11820738112136542,-0.916395112686305,1.0,0.26029115921706847,-1.2244580482026297,40,1
0.5997207680474349,0.8643710537070575,-0.03502376143243532,-0.07796124742532498,-2.1947011852346794,-0.04632195117772726,1.0,0.39870075856071685,0.6401654605251521,40,2
0.01793205856972304,3.7353093530379735,1.2098654295113629,0.21359108158314483,-0.40063907396758575,-1.1201364755436924,1.0,0.45220338770164215,0.5402342981200502,41,0
0.6239628902017165,1.0143132111775497,-0.7536431488543346,-0.7081653486730133,-0.9414305438827315,0.24536373056326666,1.0,0.4395228745974873,-1.8973990045835532,41,1
0.10296716651304863,3.966665883851077,-0.03502376143243532,-0.5272096263499767,1.6220975891710883,-0.31073705705707927,1.0,0.4110346323905386,1.8546875489703476,41,2
0.013039149060132182,4.878924961414815,1.2098654295113629,1.2772537221728477,-0.3362171839186688,0.4072250442963271,1.0,0.956220082617695,0.9174822898546701,42,0
0.038458630403135186,2.8324420300932105,-0.7536431488543346,0.6338826261312108,0.31589558054690003,-0.7691548964551557,1.0,0.33680997693158155,0.6846535169380759,42,1
0.7058138506771896,1.8028899125488886,-0.03502376143243532,-1.2448004706457754,-1.4138140631615053,-0.03210235496132289,1.0,0.6425213717084822,0.6984118568567877,42,2
0.2228793130154468,2.07716351006597,1.2098654295113629,-0.1117866616604616,-1.8642791470277629,-0.4533095676726469,1.0,0.08283039396476177,-0.4432105708283046,43,0
0.3449643469352658,0.8156014183522127,-0.7536431488543346,0.2022243883719656,-1.3697776014993879,-0.7559217022712916,1.0,0.06056667211742739,-2.0455053951697058,43,1
0.10650911636446257,2.6681017118138466,-0.03502376143243532,-0.3538460462815013,0.28984880191351237,-0.7221719295796641,1.0,0.8413642942457129,-0.721012712678769,43,2
0.1662351467104946,3.361231160916709,1.2098654295113629,-1.6932732256518175,0.917847180211731,-1.314763045955767,1.0,0.23632759055125485,1.6758550488261441,44,0
0.0031422571789396486,4.828311401998013,-0.7536431488543346,-0.5544959681127982,3.4188354382885726,-1.0646548033699168,1.0,0.14739094424321708,-0.3187498507008786,44,1
0.35120852309452993,1.6880891610285362,-0.03502376143243532,-0.22320937894147502,-1.02151144439343,-0.689313059720748,1.0,0.41180520818986444,-1.12106629469805,44,2
0.015312377062504956,4.081350930323431,1.2098654295113629,0.6318340867688443,-0.4304321901582393,0.20809647135377157,1.0,0.7638094234128281,-0.6036417387405482,45,0
0.28398291099077444,3.693256949169958,-0.7536431488543346,1.5290318733204435,-0.18565331166644386,0.6309925115784887,1.0,0.6802266725899297,1.3728774909755852,45,1
0.29490725459280903,2.4850635918415054,-0.03502376143243532,-0.4662065826244583,0.1058749588950475,0.29567725858880134,1.0,0.2632230079485468,0.11387359542158765,45,2
0.14399717718406224,4.231982507887789,1.2098654295113629,0.40754046105044395,-0.23646429616842352,0.9619753799763828,1.0,0.9251681018973481,1.5540017254558558,46,0
0.17906078385851287,1.9864217596267817,-0.7536431488543346,-0.26978372625237984,0.3809074108881177,-0.1822638415674407,1.0,0.575952607461698,-0.6780625957897702,46,1
0.3446748608702358,2.913461941769026,-0.03502376143243532,-0.683617530171339,0.6313178455103245,2.2696910105772785,1.0,0.03933858411335611,-0.1706135163751542,46,2
0.05231165642941202,4.514341421780377,1.2098654295113629,0.4951273627608486,0.049039696136093984,0.5038214058002591,1.0,0.8184447382007661,0.21582201383925237,47,0
0.41863711843192264,2.7515227751178832,-0.7536431488543346,-0.28918919345592325,0.4086800513287817,0.026140837518916327,1.0,0.9065659885532279,-0.0841105541529815,47,1
0.03705514229643725,3.2701189208845163,-0.03502376143243532,-0.8407185948096889,1.4892983645005662,-0.6575542535974945,1.0,0.03360134794687808,-0.09427288275638353,47,2
0.6539566608420185,1.294897284522345,1.2098654295113629,-1.6805516776704892,-1.7186970892629438,0.2982205222560518,1.0,0.7284775237557632,1.198417609452759,48,0
0.000716495549924795,4.397000713373314,-0.7536431488543346,1.5502585856664937,0.8707597509970008,0.6578988293502859,1.0,0.6126220619349177,-0.9484183818405282,48,1
0.29416528803276126,0.6504117047219601,-0.03502376143243532,-1.1335140660485297,-0.7350363185685556,-0.42042801501436855,1.0,0.589082808163857,-0.315277900437695,48,2
0.012696759875521893,3.260911354777588,1.2098654295113629,0.3633809587630051,-0.9740954557970537,-0.39301006418758594,1.0,0.5371445586624449,-0.3974277681702875,49,0
0.46826268380739017,1.275678789247855,-0.7536431488543346,-1.4188295953207954,0.4832815092054579,-0.7352290349502086,1.0,0.6085385568944227,-0.06141894683252843,49,1
0.31419920919994604,2.3366172168016663,-0.03502376143243532,-0.14743525104768052,-0.4389617625232073,0.6766314513205675,1.0,0.9121846751378582,-0.13538961459894433,49,2
0.16481195843218552,2.2451653556362805,1.2098654295113629,-0.6721431672813997,-0.9467734529660454,0.28104529734444317,1.0,0.8424901633198537,-0.9451537702781049,50,0
0.4815817782620138,2.529530236533229,-0.7536431488543346,0.025558873005135724,-0.11979293334343094,0.8288022312287384,1.0,0.9003589581160253,0.052675713094158215,50,1
0.01578220105664346,3.517420263391069,-0.03502376143243532,0.7978665452182866,0.11866223985896941,-0.3919459375571261,1.0,0.6329827034396607,-0.18804429772413808,50,2
0.010363562421866899,3.875208253405946,1.2098654295113629,0.3389352510217827,-0.37908513360543794,-0.1464405129243746,1.0,0.778733059220005,0.4019402778844771,51,0
0.3880220068286311,1.1538564714416137,-0.7536431488543346,-0.9249864850369748,0.07507829322154774,0.16875246244765188,1.0,0.012822951246226677,-0.23236736364054786,51,1
0.4531531918852099,1.7769885813400335,-0.03502376143243532,-0.8585560744908306,-0.3729929758164558,-0.8834412425732293,1.0,0.5250105055383986,1.7708303930269675,51,2
0.028108599398273537,3.2527814093563805,1.2098654295113629,0.2787094666077337,-0.9054358195577425,-1.5860125790150976,1.0,0.3387831773554293,1.2862115193089605,52,0
0.5674230588579935,1.3820544345831378,-0.7536431488543346,0.290989032952247,-1.5103591491038941,-0.8713594418924446,1.0,0.3070783673904206,0.30851105618566604,52,1
0.16328175059133412,3.3348807825653015,-0.03502376143243532,-0.7543499038782694,1.2491135173082464,-0.3612697449633387,1.0,0.3388784672807268,1.9485668066751123,52,2
0.007680029704633283,5.902043837481179,1.2098654295113629,0.2648894963161482,1.6809041259027495,1.9403253330198689,1.0,0.8605529528526956,-0.08455742473393081,53,0
0.044324269490479636,2.691819321585742,-0.7536431488543346,0.8400265290309603,0.009700326132768904,-1.2371638151443398,1.0,0.5859425084155081,0.21850114421657788,53,1
0.6031595771590837,2.635067509086859,-0.03502376143243532,-0.34133162937125655,-1.278046321994302,0.8262639618139354,1.0,0.0687353644298977,1.1816128461212048,53,2
0.5395591589792057,1.807602574743275,1.2098654295113629,-1.3820428753309844,-1.1384587661730825,0.3978059918555474,1.0,0.7074151081518755,1.0674238543782757,54,0
0.3162347819364827,1.8780843750229526,-0.7536431488543346,0.04622545917933753,-0.14807888657915905,0.3603231669490673,1.0,0.8600681469026961,0.5639337577313357,54,1
0.004398328569903597,1.7675800565639557,-0.03502376143243532,0.307043123149581,-0.9787616732858023,-2.555113117521381,1.0,0.8699527750071385,-1.0359805791343615,54,2
0.5390558950938771,2.6748998487711315,1.2098654295113629,-0.7942282870967343,-1.4388505974694177,-0.0919976545390752,1.0,0.12691405198238614,1.8416632748312904,55,0
0.05778004351681142,2.1609151825495148,-0.7536431488543346,0.24309640320687845,0.10597683069090127,-0.6889662701197118,1.0,0.5794418082281046,-1.1853491508124583,55,1
0.06844917766875712,2.673779342202951,-0.03502376143243532,-0.20202519845708888,0.28986453462932843,-0.1503787756358542,1.0,0.6686337424282043,-0.7073737765004711,55,2
0.05025790754404278,3.3685183634903466,1.2098654295113629,-0.380912863510936,-0.18867874858868997,-1.000970506801005,1.0,0.529549012604964,0.9553801264497263,56,0
0.11059549824534928,2.6944737323507266,-0.7536431488543346,1.2478629185614942,-0.541061691983861,0.5234068898680309,1.0,0.4915398699728214,-0.7972023946077771,56,1
